2018-08-28 18:36:40.027230;1;20.72;60.11;1019.19;0
2018-08-28 18:36:40.495478;3;20.63;61.19;1019.02;0
2018-08-28 18:36:43.241596;5;20.48;63.8;1019.34;0
2018-08-28 18:36:43.476949;6;20.01;65.26;1019.09;0
2018-08-28 18:36:43.711564;7;20.51;62.66;1019.16;0
2018-08-28 18:36:43.945827;8;21.0;59.21;1018.94;0
2018-08-28 18:36:45.585323;11;20.76;55.8;1018.72;0
2018-08-28 18:36:45.920135;1;20.7;59.11;1019.23;1
2018-08-28 18:36:46.388393;3;20.56;59.11;1018.97;1
2018-08-28 18:36:48.826993;5;20.5;62.04;1019.36;1
2018-08-28 18:36:49.062406;6;20.01;63.5;1019.02;1
2018-08-28 18:36:49.297009;7;20.43;59.98;1019.12;1
2018-08-28 18:36:49.531540;8;21.0;57.18;1018.96;1
2018-08-28 18:36:51.508606;11;20.71;55.7;1016.37;1
2018-08-28 18:36:51.843144;1;20.63;58.13;1019.17;2
2018-08-28 18:36:52.311373;3;20.5;58.71;1018.96;2
2018-08-28 18:36:55.005244;5;20.51;61.85;1019.29;2
2018-08-28 18:36:55.240786;6;20.0;63.29;1019.05;2
2018-08-28 18:36:55.474971;7;20.39;60.32;1019.17;2
2018-08-28 18:36:55.710021;8;21.02;57.01;1018.92;2
2018-08-28 18:36:57.812764;11;20.67;55.9;1016.66;2
2018-08-28 18:36:58.147236;1;20.56;58.73;1019.17;3
2018-08-28 18:36:58.615543;3;20.48;59.65;1018.94;3
2018-08-28 18:37:01.306671;5;20.49;60.39;1019.31;3
2018-08-28 18:37:01.541141;6;19.98;62.53;1019.08;3
2018-08-28 18:37:01.776148;7;20.35;60.35;1019.09;3
2018-08-28 18:37:02.010501;8;20.96;56.01;1018.95;3
2018-08-28 18:37:05.471577;11;20.64;56.16;1018.77;3
