2018-08-28 20:02:01.597731;11;19.49;65.96;1018.98;0
2018-08-28 20:02:03.445167;11;19.48;65.94;1019.18;1
2018-08-28 20:02:05.558860;11;19.47;65.91;1018.02;2
2018-08-28 20:02:07.221360;11;19.49;65.94;1019.22;3
2018-08-28 20:02:08.569812;11;19.48;65.86;1019.23;4
2018-08-28 20:02:11.490990;11;19.48;65.79;1019.23;5
2018-08-28 20:02:13.194807;11;19.48;65.71;1019.16;6
2018-08-28 20:02:14.586386;11;19.35;65.66;1019.02;7
2018-08-28 20:02:15.928220;11;19.36;65.63;1019.0;8
2018-08-28 20:02:17.771262;11;19.48;65.62;1019.26;9
2018-08-28 20:02:19.133690;11;19.48;65.59;1019.26;10
2018-08-28 20:02:20.518060;11;19.48;65.58;1018.23;11
2018-08-28 20:02:22.580809;11;19.46;65.56;1019.2;12
2018-08-28 20:02:23.926904;11;19.46;65.55;1019.16;13
2018-08-28 20:02:26.138270;11;19.46;65.59;1019.18;14
2018-08-28 20:02:27.908690;11;19.44;65.79;1019.12;15
2018-08-28 20:02:29.700240;11;19.45;65.79;1019.24;16
2018-08-28 20:02:31.603745;11;19.45;65.81;1018.33;17
2018-08-28 20:02:33.425396;11;19.45;65.78;1019.21;18
2018-08-28 20:02:34.794915;11;19.46;65.75;1019.22;19
